WL,DC,DC_std,AC,AC_std,CD,CD_std,I_L,I_L_std,I_R,I_R_std,gabs,gabs_std,m_ellip,m_ellip_std,ellip,ellip_std
500.0,0.0012586172670125961,0.0,7.177803111383118e-06,0.0018602996243315083,0.0014876980181456588,0.0,0.0014876980181456588,0.0,0.0014876980181456588,0.0,0.0014876980181456588,0.0,0.0014876980181456588,0.0,0.0014876980181456588,0.0
505.0,,0.0,-0.00038229261685116054,0.00180154360551835,0.0014729307288243274,0.0,0.0014729307288243274,0.0,0.0014729307288243274,0.0,0.0014729307288243274,0.0,0.0014729307288243274,0.0,0.0014729307288243274,0.0
510.0,0.0012946579372510314,0.0,-4.746807343471058e-05,0.0018342646311339179,0.0014692125229345248,0.0,0.0014692125229345248,0.0,0.0014692125229345248,0.0,0.0014692125229345248,0.0,0.0014692125229345248,0.0,0.0014692125229345248,0.0
515.0,0.0012168377870693803,0.0,3.9253724373875476e-05,0.0018506869932860273,0.001480114810955632,0.0,0.001480114810955632,0.0,0.001480114810955632,0.0,0.001480114810955632,0.0,0.001480114810955632,0.0,0.001480114810955632,0.0
520.0,,0.0,4.967921512724767e-05,0.0018391667479221374,0.001472083715890036,0.0,0.001472083715890036,0.0,0.001472083715890036,0.0,0.001472083715890036,0.0,0.001472083715890036,0.0,0.001472083715890036,0.0
525.0,0.0012178942561149597,0.0,8.872922162338594e-05,0.0018417970171534172,0.0014740115356559956,0.0,0.0014740115356559956,0.0,0.0014740115356559956,0.0,0.0014740115356559956,0.0,0.0014740115356559956,0.0,0.0014740115356559956,0.0
530.0,0.001291632535867393,0.0,-0.000518705378944219,0.0017766568690431182,0.00148097042464258,0.0,0.00148097042464258,0.0,0.00148097042464258,0.0,0.00148097042464258,0.0,0.00148097042464258,0.0,0.00148097042464258,0.0
535.0,0.0012144367210566998,0.0,5.766131015809309e-05,0.0018143085061125932,0.001451554833089316,0.0,0.001451554833089316,0.0,0.001451554833089316,0.0,0.001451554833089316,0.0,0.001451554833089316,0.0,0.001451554833089316,0.0
540.0,0.001228483160957694,0.0,1.6372551964735093e-05,0.001767089729740831,0.001413663522340425,0.0,0.001413663522340425,0.0,0.001413663522340425,0.0,0.001413663522340425,0.0,0.001413663522340425,0.0,0.001413663522340425,0.0
545.0,0.0012356865918263793,0.0,0.0003071144915986355,0.0018144731021129672,0.001471420794840745,0.0,0.001471420794840745,0.0,0.001471420794840745,0.0,0.001471420794840745,0.0,0.001471420794840745,0.0,0.001471420794840745,0.0
550.0,0.001206801156513393,0.0,-0.00019338068672639,0.0018346183039363471,0.001474436999815286,0.0,0.001474436999815286,0.0,0.001474436999815286,0.0,0.001474436999815286,0.0,0.001474436999815286,0.0,0.001474436999815286,0.0
555.0,0.0013032780261710286,0.0,8.611237538886594e-05,0.001880869759358152,0.0015063713345294322,0.0,0.0015063713345294322,0.0,0.0015063713345294322,0.0,0.0015063713345294322,0.0,0.0015063713345294322,0.0,0.0015063713345294322,0.0
560.0,0.0012513177935034037,0.0,9.899468928481596e-05,0.0018300219794138213,0.001465387966173654,0.0,0.001465387966173654,0.0,0.001465387966173654,0.0,0.001465387966173654,0.0,0.001465387966173654,0.0,0.001465387966173654,0.0
565.0,0.001219094847328961,0.0,0.00010948546122124705,0.0018477153420937847,0.0014803567716422245,0.0,0.0014803567716422245,0.0,0.0014803567716422245,0.0,0.0014803567716422245,0.0,0.0014803567716422245,0.0,0.0014803567716422245,0.0
570.0,0.0012660847278311849,0.0,3.329794300381184e-05,0.001846426194059928,0.001476543749259919,0.0,0.001476543749259919,0.0,0.001476543749259919,0.0,0.001476543749259919,0.0,0.001476543749259919,0.0,0.001476543749259919,0.0
575.0,0.0012143646599724889,0.0,6.777893098505599e-05,0.0018302731783613826,0.00146470351837731,0.0,0.00146470351837731,0.0,0.00146470351837731,0.0,0.00146470351837731,0.0,0.00146470351837731,0.0,0.00146470351837731,0.0
